"2025-10-17 23:51:45","Simmons 20.3 cm (8 in.) Gel Memory Foam Mattress | Costco","339.99"
"2025-10-17 23:52:04","Simmons 20.3 cm (8 in.) Gel Memory Foam Mattress | Costco","339.99"
"2025-10-17 23:52:28","Simmons 20.3 cm (8 in.) Gel Memory Foam Mattress | Costco","339.99"
"2025-10-17 23:52:51","Simmons 20.3 cm (8 in.) Gel Memory Foam Mattress | Costco","299.99"
"2025-10-18 00:13:15","Simmons 20.3 cm (8 in.) Gel Memory Foam Mattress | Costco","299.99"
